customer_key,customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,source_avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,source_lifetime_orders,preferred_category
195,195,Melissa,Diaz,melissa18@yahoo.com,-2275,,Low_Value,Email,36-45,High,94.8,0.69,False,True,True,,31.0,Home
196,196,Alison,Bowers,alisonbowers@outlook.com,-4160,,Medium_Value,Direct,18-25,Premium,77.77,0.56,False,True,False,,3.0,Beauty
197,197,Paul,Love,paullove@yahoo.com,-4424,,High_Value,Push,18-25,High,235.03,0.26,True,True,True,,23.0,Home
198,198,Monique,Mullins,moniquemullins@outlook.com,-11376,,Low_Value,Social,26-35,Premium,99.53,0.69,True,False,True,,26.0,Sports
199,199,Theresa,Craig,theresa604@yahoo.com,-4961,,Low_Value,Push,26-35,Medium,60.91,0.85,False,False,True,,5.0,Sports
200,200,Megan,Sherman,megan679@gmail.com,-9997,,High_Value,Social,36-45,Premium,419.31,0.38,False,False,False,,15.0,Books
201,201,Amy,Carroll,amy.carroll@hotmail.com,-10379,,High_Value,Email,26-35,Premium,238.07,0.33,False,True,False,,1.0,Electronics
202,202,Megan,Osborne,meganosborne@yahoo.com,-10385,,Medium_Value,Social,18-25,High,134.51,0.68,True,True,True,,17.0,Electronics
203,203,Robert,Ramirez,robertramirez@gmail.com,-8479,,Medium_Value,SMS,46-55,Premium,173.54,0.57,False,False,True,,42.0,Books
204,204,Jonathan,Matthews,jonathan.matthews@yahoo.com,-9088,,Medium_Value,Push,26-35,Low,111.05,0.58,False,True,False,,9.0,Home
205,205,Sherri,Reynolds,sherri.reynolds@hotmail.com,-7562,,Low_Value,Social,26-35,Unknown,65.22,0.64,True,True,True,,1.0,Books
206,206,Michael,Kim,michaelkim@hotmail.com,-5108,,Medium_Value,Direct,26-35,Unknown,97.48,0.57,True,True,False,,10.0,Clothing
207,207,Juan,Jennings,juanjennings@outlook.com,-10486,,New_Customer,SMS,46-55,Low,106.61,0.66,False,True,True,,49.0,Books
208,208,Dennis,Green,dennis.green@outlook.com,-10804,,Medium_Value,SMS,26-35,Premium,198.0,0.66,True,False,False,,37.0,Home
209,209,Donna,Johnson,donna.johnson@hotmail.com,-4235,,New_Customer,Email,26-35,Medium,60.11,0.53,False,False,True,,37.0,Sports
210,210,Kendra,Hall,kendra.hall@yahoo.com,-5444,,New_Customer,SMS,55+,Premium,86.16,0.63,True,False,True,,45.0,Sports
211,211,Melanie,Jackson,melanie626@yahoo.com,-10939,,Low_Value,Social,46-55,High,38.97,0.83,True,True,True,,40.0,Home
212,212,Jessica,Harper,jessicaharper@yahoo.com,-3863,,Low_Value,Email,36-45,Unknown,68.9,0.78,False,True,True,,8.0,Electronics
213,213,Pam,Bennett,pam.bennett@outlook.com,-3234,,New_Customer,SMS,26-35,Medium,122.78,0.63,True,True,False,,9.0,Sports
214,214,Shelly,Gonzalez,shellygonzalez@hotmail.com,-11245,,New_Customer,Social,18-25,Premium,61.52,0.72,False,True,True,,31.0,Sports
215,215,Gregory,Mcdonald,gregory105@outlook.com,-2161,,Medium_Value,Email,46-55,Low,174.12,0.59,False,False,False,,29.0,Beauty
216,216,Lisa,Day,lisa.day@gmail.com,-2336,,Low_Value,Social,18-25,Premium,28.07,0.76,True,False,False,,5.0,Sports
217,217,Sarah,Rivers,sarah.rivers@yahoo.com,-3540,,Medium_Value,Social,46-55,Unknown,144.84,0.6,False,False,True,,6.0,Books
218,218,Michael,Schwartz,michael634@gmail.com,-7475,,Medium_Value,Push,46-55,Low,159.07,0.44,True,True,True,,26.0,Books
219,219,Alexander,Rivera,alexanderrivera@gmail.com,-9257,,Medium_Value,Direct,36-45,Low,173.72,0.53,True,False,True,,19.0,Books
220,220,Derek,Glenn,derek214@hotmail.com,-10550,,Medium_Value,Email,55+,Low,169.76,0.46,False,True,True,,41.0,Home
221,221,Charles,Morrow,charlesmorrow@outlook.com,-5379,,Medium_Value,Push,55+,Low,107.3,0.62,False,True,True,,39.0,Books
222,222,Paul,Jenkins,pauljenkins@gmail.com,-5487,,Medium_Value,SMS,Unknown,High,152.45,0.58,True,True,False,,7.0,Beauty
223,223,William,Phillips,william861@yahoo.com,-4639,,New_Customer,SMS,55+,Premium,140.16,0.78,True,True,True,,24.0,Beauty
224,224,Amber,Collier,amber800@gmail.com,-9365,,High_Value,Social,26-35,Unknown,489.45,0.36,False,True,False,,27.0,Books
225,225,Robert,Reyes,robertreyes@gmail.com,-3321,,New_Customer,SMS,55+,Medium,85.06,0.79,False,True,False,,12.0,Books
226,226,Lisa,Harper,lisa961@hotmail.com,-10120,,New_Customer,Social,55+,Unknown,55.0,0.77,True,True,False,,17.0,Beauty
227,227,Destiny,Green,destinygreen@outlook.com,-7249,,Low_Value,Email,26-35,High,43.76,0.64,False,True,True,,15.0,Home
228,228,Raymond,Baker,raymond.baker@gmail.com,-7778,,High_Value,Direct,18-25,Medium,456.71,0.22,False,False,False,,18.0,Electronics
229,229,Larry,Robertson,larry433@gmail.com,-7622,,Low_Value,Direct,26-35,Medium,52.48,0.6,False,False,False,,1.0,Electronics
230,230,Nathaniel,Fry,nathanielfry@yahoo.com,-4930,,Medium_Value,Social,26-35,High,179.03,0.45,True,True,False,,30.0,Home
231,231,Kristina,Harrington,kristinaharrington@hotmail.com,-3741,,New_Customer,Social,18-25,Unknown,55.77,0.57,True,False,True,,15.0,Home
232,232,Lee,Howe,lee.howe@gmail.com,-3644,,High_Value,Email,18-25,Medium,194.17,0.4,False,True,True,,18.0,Clothing
233,233,Michelle,Williams,michelle.williams@gmail.com,-6742,,Low_Value,Push,36-45,Medium,55.55,0.78,True,True,True,,22.0,Sports
234,234,Diana,Lopez,diana.lopez@gmail.com,-9672,,New_Customer,SMS,46-55,Medium,53.64,0.62,False,True,True,,20.0,Books
235,235,Megan,Elliott,megan.elliott@outlook.com,-7759,,High_Value,Push,18-25,Medium,210.95,0.35,False,True,True,,3.0,Sports
236,236,Stacey,Fritz,staceyfritz@outlook.com,-3678,,New_Customer,SMS,55+,Medium,49.09,0.69,True,False,True,,27.0,Clothing
237,237,Debra,Ruiz,debra.ruiz@gmail.com,-3449,,Medium_Value,Social,36-45,Medium,166.08,0.46,False,True,True,,11.0,Beauty
238,238,Ryan,Stanley,ryanstanley@gmail.com,-7912,,High_Value,Push,26-35,Unknown,242.64,0.24,True,True,False,,2.0,Home
239,239,Debra,Tucker,debratucker@outlook.com,-6975,,High_Value,Email,26-35,Premium,205.64,0.26,False,False,True,,8.0,Books
240,240,Allison,Russell,allison.russell@hotmail.com,-5055,,Low_Value,Push,26-35,High,62.74,0.76,True,True,False,,16.0,Electronics
241,241,Rachel,Cunningham,rachel.cunningham@yahoo.com,-10585,,High_Value,SMS,Unknown,Low,259.29,0.37,True,True,False,,9.0,Beauty
242,242,Jesse,Rodriguez,jesse.rodriguez@yahoo.com,-3400,,High_Value,Push,55+,High,459.25,0.24,True,True,False,,34.0,Home
243,243,Ronald,Morgan,ronaldmorgan@outlook.com,-9442,,Low_Value,Push,55+,Premium,86.25,0.72,False,True,True,,4.0,Home
244,244,Michael,Monroe,michael.monroe@yahoo.com,-3757,,Medium_Value,Email,46-55,Low,85.89,0.57,True,True,False,,24.0,Clothing
245,245,Crystal,Thompson,crystal.thompson@gmail.com,-3631,,Low_Value,Email,Unknown,Premium,42.8,0.8,False,True,True,,35.0,Books
246,246,James,Weaver,jamesweaver@hotmail.com,-3518,,New_Customer,Push,26-35,Medium,137.6,0.67,True,True,False,,35.0,Clothing
247,247,Gary,Kramer,gary441@hotmail.com,-6557,,New_Customer,Push,Unknown,High,84.19,0.69,True,True,True,,47.0,Clothing
248,248,Shelby,Wong,shelby.wong@gmail.com,-8120,,Medium_Value,Email,26-35,High,97.78,0.54,True,False,True,,40.0,Home
249,249,Amanda,Armstrong,amanda.armstrong@gmail.com,-7796,,New_Customer,Direct,26-35,High,53.81,0.61,True,False,True,,12.0,Electronics
250,250,Ronald,Bowman,ronaldbowman@gmail.com,-3990,,High_Value,Direct,26-35,Medium,244.38,0.32,True,True,False,,1.0,Clothing
251,251,Grace,Lewis,grace.lewis@outlook.com,-3910,,Medium_Value,SMS,26-35,High,80.12,0.48,False,False,False,,32.0,Beauty
252,252,Melanie,Lee,melanielee@outlook.com,-10123,,New_Customer,Social,55+,Low,37.91,0.54,False,False,False,,44.0,Beauty
253,253,Stephen,Johnson,stephenjohnson@outlook.com,-2917,,High_Value,Social,36-45,Unknown,180.44,0.23,True,True,False,,14.0,Books
254,254,Todd,Robinson,toddrobinson@gmail.com,-10747,,High_Value,Email,46-55,High,219.16,0.29,True,False,False,,42.0,Clothing
255,255,Jason,Compton,jason.compton@hotmail.com,-5822,,High_Value,SMS,26-35,Low,179.89,0.24,False,True,True,,45.0,Books
256,256,Collin,Bowen,collin681@outlook.com,-7192,,High_Value,Push,46-55,Medium,375.25,0.27,True,True,True,,19.0,Clothing
257,257,Brian,Shaw,brian.shaw@gmail.com,-10051,,High_Value,Push,26-35,Low,407.5,0.38,False,False,False,,9.0,Sports
258,258,Joseph,Jimenez,josephjimenez@outlook.com,-6261,,New_Customer,SMS,36-45,Medium,131.73,0.51,False,False,True,,25.0,Electronics
259,259,Ralph,Hale,ralphhale@outlook.com,-3858,,New_Customer,SMS,46-55,Premium,76.94,0.57,False,False,False,,28.0,Beauty
260,260,Jack,Hansen,jack.hansen@hotmail.com,-7947,,New_Customer,Push,26-35,High,41.97,0.61,True,False,True,,21.0,Books
261,261,Timothy,Larson,timothy.larson@gmail.com,-9296,,Low_Value,Social,55+,Premium,81.8,0.7,False,False,False,,16.0,Home
262,262,Dawn,Bowman,dawn.bowman@yahoo.com,-9370,,Low_Value,Direct,36-45,Medium,58.11,0.78,False,True,True,,36.0,Home
263,263,Benjamin,Castillo,benjamin10@gmail.com,-8334,,New_Customer,Push,36-45,Low,145.73,0.51,True,True,True,,16.0,Sports
264,264,Melissa,Lee,melissalee@yahoo.com,-9644,,High_Value,Social,46-55,Medium,349.54,0.21,False,False,False,,47.0,Beauty
265,265,Jasmine,Harper,jasmine.harper@gmail.com,-4101,,New_Customer,Direct,36-45,Low,51.56,0.5,False,True,False,,10.0,Beauty
266,266,Cathy,Carpenter,cathy698@yahoo.com,-2755,,Medium_Value,Email,18-25,Premium,162.4,0.69,False,True,False,,35.0,Books
267,267,Tracy,Moore,tracy.moore@yahoo.com,-5418,,Low_Value,Email,18-25,Unknown,52.11,0.75,True,False,False,,23.0,Clothing
268,268,Christopher,Ford,christopher.ford@gmail.com,-8470,,Low_Value,Social,55+,Low,81.44,0.65,False,False,False,,23.0,Electronics
269,269,Jason,Smith,jason.smith@hotmail.com,-11371,,High_Value,SMS,46-55,Low,451.48,0.33,False,True,False,,36.0,Electronics
270,270,Katherine,Wagner,katherinewagner@hotmail.com,-10762,,High_Value,Direct,46-55,Premium,215.11,0.32,False,True,True,,37.0,Home
271,271,Richard,Munoz,richard.munoz@hotmail.com,-2265,,Medium_Value,Direct,18-25,Unknown,188.86,0.43,False,True,False,,41.0,Books
272,272,Natasha,Harris,natashaharris@hotmail.com,-6271,,High_Value,Push,Unknown,Medium,344.81,0.35,True,True,True,,39.0,Sports
273,273,Robin,Thompson,robin469@outlook.com,-7920,,New_Customer,Email,26-35,High,122.86,0.7,True,True,False,,46.0,Electronics
274,274,Jessica,Phillips,jessicaphillips@gmail.com,-5364,,New_Customer,Social,26-35,High,140.22,0.79,True,False,True,,41.0,Clothing
275,275,Barry,Chang,barrychang@hotmail.com,-3674,,Low_Value,Direct,36-45,Low,26.05,0.62,False,True,True,,11.0,Sports
276,276,Michael,Garcia,michael680@outlook.com,-6756,,New_Customer,Direct,36-45,Low,53.35,0.8,True,True,True,,38.0,Clothing
277,277,Justin,Hoffman,justin643@outlook.com,-3782,,Medium_Value,Social,18-25,Premium,174.96,0.42,False,False,True,,33.0,Books
278,278,Shawn,Estes,shawn982@yahoo.com,-4821,,High_Value,Email,55+,Low,196.33,0.28,True,True,True,,35.0,Sports
279,279,Brian,Hoffman,brian970@yahoo.com,-8371,,Medium_Value,Email,55+,Medium,75.08,0.58,True,False,False,,1.0,Home
280,280,Julie,Blackwell,julie708@outlook.com,-7907,,New_Customer,SMS,18-25,Premium,115.43,0.64,True,False,True,,21.0,Electronics
281,281,Jessica,Holland,jessicaholland@outlook.com,-7025,,High_Value,Email,46-55,Premium,263.08,0.27,True,True,True,,4.0,Clothing
282,282,Jeffrey,Perry,jeffreyperry@yahoo.com,-5839,,High_Value,SMS,36-45,Medium,150.55,0.35,False,False,False,,8.0,Beauty
283,283,Nancy,Cannon,nancy300@hotmail.com,-8370,,New_Customer,SMS,26-35,Unknown,136.03,0.77,False,False,False,,4.0,Books
284,284,Susan,Henderson,susanhenderson@hotmail.com,-10194,,New_Customer,Social,46-55,Unknown,48.68,0.75,True,False,True,,7.0,Beauty
285,285,Michelle,Smith,michellesmith@hotmail.com,-2385,,Low_Value,Social,55+,Premium,61.2,0.78,True,False,True,,25.0,Electronics
286,286,Meghan,Nichols,meghan839@yahoo.com,-8901,,Medium_Value,Email,18-25,High,112.33,0.59,True,True,False,,48.0,Sports
287,287,Brian,Jimenez,brian799@hotmail.com,-5218,,Medium_Value,SMS,46-55,Premium,107.06,0.55,True,False,True,,43.0,Books
288,288,Christopher,Kelly,christopherkelly@outlook.com,-5069,,High_Value,SMS,26-35,Premium,452.45,0.23,False,False,True,,7.0,Home
289,289,Timothy,Smith,timothy521@gmail.com,-2584,,Low_Value,Push,46-55,Medium,72.53,0.79,False,False,False,,30.0,Electronics
290,290,Thomas,Davis,thomas212@outlook.com,-6486,,Medium_Value,Push,46-55,Premium,191.5,0.59,False,False,True,,22.0,Home
291,291,Amber,Bell,amber240@hotmail.com,-8040,,Medium_Value,Social,55+,Premium,116.28,0.64,False,False,False,,41.0,Clothing
292,292,Nancy,Willis,nancy.willis@hotmail.com,-3360,,High_Value,Social,26-35,Low,323.25,0.38,True,True,False,,41.0,Books
293,293,Erica,Soto,erica392@outlook.com,-2496,,New_Customer,Push,26-35,Low,53.49,0.52,False,True,False,,17.0,Clothing
294,294,Henry,Cortez,henry.cortez@hotmail.com,-10433,,New_Customer,SMS,18-25,High,110.03,0.6,True,False,True,,49.0,Electronics
295,295,Kathleen,Bean,kathleen.bean@yahoo.com,-6745,,Low_Value,SMS,18-25,High,46.4,0.6,True,True,True,,0.0,Books
296,296,Patrick,Oneal,patrick686@yahoo.com,-4099,,High_Value,Push,18-25,Low,357.75,0.28,True,False,False,,29.0,Electronics
297,297,Bryan,Franklin,bryan.franklin@hotmail.com,-10854,,Low_Value,Direct,36-45,Premium,96.69,0.8,False,True,True,,34.0,Sports
298,298,Charles,Morgan,charles30@gmail.com,-6079,,New_Customer,SMS,36-45,Medium,106.97,0.79,True,False,True,,22.0,Clothing
299,299,Isaac,Frey,isaac702@outlook.com,-8411,,Medium_Value,Direct,55+,Premium,129.52,0.62,True,False,True,,18.0,Electronics
300,300,Robert,Hoffman,roberthoffman@hotmail.com,-8395,,Low_Value,Social,26-35,Low,42.75,0.73,True,False,False,,31.0,Sports
301,301,Nichole,Reid,nicholereid@hotmail.com,-5392,,High_Value,Email,26-35,Unknown,278.41,0.36,False,True,True,,19.0,Clothing
302,302,Teresa,Hensley,teresahensley@hotmail.com,-3296,,New_Customer,SMS,18-25,Low,37.49,0.52,False,True,True,,14.0,Books
303,303,Debra,Boyd,debraboyd@outlook.com,-5123,,High_Value,Email,46-55,Unknown,311.83,0.25,False,False,True,,35.0,Home
304,304,Charles,Bradford,charles964@gmail.com,-6837,,Low_Value,Direct,46-55,High,63.44,0.71,False,False,False,,49.0,Home
305,305,Jeffrey,Miller,jeffrey34@outlook.com,-9962,,New_Customer,Push,46-55,High,132.2,0.76,True,True,False,,30.0,Books
306,306,Ross,Anderson,ross.anderson@hotmail.com,-6098,,High_Value,Push,55+,Premium,420.49,0.38,False,False,True,,21.0,Books
307,307,Kristina,Bowen,kristina.bowen@gmail.com,-8113,,Low_Value,Email,26-35,Low,61.91,0.66,False,False,False,,21.0,Home
308,308,Bradley,Cooper,bradley.cooper@hotmail.com,-3987,,Low_Value,Push,26-35,High,47.64,0.68,True,True,False,,33.0,Clothing
309,309,Amanda,Coleman,amanda285@outlook.com,-10906,,Medium_Value,Email,26-35,High,139.27,0.47,False,True,True,,37.0,Beauty
310,310,Luke,Reed,luke.reed@yahoo.com,-5766,,New_Customer,Email,46-55,Unknown,141.15,0.72,True,False,True,,38.0,Books
311,311,Tyler,Simpson,tyler429@outlook.com,-11626,,New_Customer,SMS,46-55,High,31.65,0.58,False,True,False,,28.0,Electronics
312,312,Mary,Davis,mary734@gmail.com,-6773,,Low_Value,SMS,46-55,Medium,71.8,0.71,False,False,True,,4.0,Sports
313,313,Alexander,Boyd,alexanderboyd@gmail.com,-8621,,Low_Value,Email,36-45,Premium,43.99,0.72,True,False,False,,27.0,Books
314,314,Holly,Johnson,holly.johnson@outlook.com,-10314,,New_Customer,Email,Unknown,Premium,88.17,0.63,True,True,True,,11.0,Home
315,315,Linda,Ellis,linda561@hotmail.com,-8806,,High_Value,Push,18-25,Medium,241.74,0.27,False,True,False,,13.0,Sports
316,316,Hannah,Diaz,hannah.diaz@outlook.com,-4329,,New_Customer,Push,46-55,Low,37.25,0.72,True,False,False,,41.0,Clothing
317,317,Christopher,Rosario,christopher924@gmail.com,-10150,,New_Customer,Direct,26-35,Premium,112.27,0.71,False,True,False,,24.0,Beauty
318,318,Mark,Williams,mark769@yahoo.com,-4483,,Low_Value,Social,26-35,High,41.76,0.78,True,False,True,,28.0,Sports
319,319,Kelsey,Newman,kelsey402@gmail.com,-9451,,New_Customer,Direct,18-25,High,114.85,0.65,False,True,False,,9.0,Sports
320,320,Eric,Beck,ericbeck@hotmail.com,-3102,,Low_Value,Email,36-45,Premium,45.87,0.75,True,False,False,,10.0,Beauty
321,321,Andrew,Hoover,andrew.hoover@gmail.com,-2404,,High_Value,Email,55+,High,254.24,0.38,True,False,True,,43.0,Beauty
322,322,Marie,Woodward,marie212@yahoo.com,-10683,,Medium_Value,Direct,55+,Premium,89.51,0.67,False,False,True,,24.0,Clothing
323,323,Alexandra,Baldwin,alexandra79@gmail.com,-8531,,Medium_Value,Direct,46-55,Premium,149.35,0.65,False,True,True,,9.0,Beauty
324,324,Jennifer,Sanchez,jennifer480@yahoo.com,-9777,,Low_Value,Email,36-45,Medium,98.95,0.6,True,False,True,,37.0,Home
325,325,Erik,Herring,erik110@yahoo.com,-9323,,Medium_Value,Email,55+,Medium,81.3,0.56,False,False,False,,31.0,Clothing
326,326,Connor,Thornton,connorthornton@hotmail.com,-6678,,Low_Value,Push,36-45,High,67.91,0.71,False,True,True,,48.0,Sports
327,327,Martin,Lamb,martin.lamb@gmail.com,-4258,,High_Value,Push,55+,Medium,369.18,0.27,True,False,True,,46.0,Electronics
328,328,Kevin,Fritz,kevinfritz@yahoo.com,-7007,,High_Value,Email,26-35,High,384.41,0.3,True,False,False,,38.0,Books
329,329,Elizabeth,Morris,elizabethmorris@yahoo.com,-10340,,New_Customer,Email,26-35,Low,141.98,0.65,False,True,True,,49.0,Sports
330,330,Julia,Hernandez,julia.hernandez@gmail.com,-11161,,Medium_Value,Email,26-35,Medium,174.1,0.63,False,True,True,,15.0,Books
331,331,Marie,Smith,marie776@yahoo.com,-8220,,High_Value,Social,55+,High,338.68,0.37,False,True,True,,20.0,Clothing
332,332,Kimberly,Rodriguez,kimberly.rodriguez@outlook.com,-3570,,Medium_Value,Social,18-25,High,84.91,0.69,True,True,False,,24.0,Electronics
333,333,Logan,Kline,logan.kline@hotmail.com,-2728,,High_Value,Direct,26-35,Premium,334.51,0.4,False,True,True,,10.0,Home
334,334,Matthew,Arroyo,matthew.arroyo@outlook.com,-6515,,Medium_Value,SMS,36-45,Premium,97.58,0.67,True,True,True,,27.0,Sports
335,335,Jeffrey,Howell,jeffrey794@hotmail.com,-9466,,Low_Value,Push,18-25,Low,51.88,0.76,False,False,False,,12.0,Home
336,336,Victoria,Jones,victoria275@gmail.com,-6627,,New_Customer,SMS,46-55,Medium,92.16,0.53,True,False,False,,2.0,Sports
337,337,Parker,Lopez,parkerlopez@yahoo.com,-3864,,High_Value,Social,36-45,High,448.16,0.39,True,False,False,,4.0,Books
338,338,Brian,King,brian884@gmail.com,-7695,,Medium_Value,Push,18-25,Medium,160.75,0.49,False,False,False,,26.0,Books
339,339,Joshua,Hopkins,joshuahopkins@hotmail.com,-11073,,New_Customer,Email,46-55,Low,41.87,0.79,False,False,False,,30.0,Clothing
340,340,Rachel,Carroll,rachel373@outlook.com,-3062,,Low_Value,Direct,55+,High,59.12,0.68,False,True,True,,14.0,Sports
341,341,David,Taylor,david.taylor@outlook.com,-6083,,Medium_Value,Push,26-35,Premium,154.9,0.58,False,True,True,,6.0,Clothing
342,342,David,Lynch,david.lynch@yahoo.com,-7620,,Medium_Value,SMS,18-25,Premium,172.04,0.43,False,False,False,,44.0,Books
343,343,Angela,Clements,angela.clements@hotmail.com,-5883,,High_Value,Social,18-25,High,346.6,0.36,False,False,True,,35.0,Sports
344,344,Lynn,Aguilar,lynn.aguilar@gmail.com,-4730,,Medium_Value,Direct,18-25,Low,124.52,0.66,False,False,True,,37.0,Sports
345,345,Allison,Conner,allison867@yahoo.com,-11733,,Low_Value,Push,18-25,Premium,45.02,0.82,True,False,False,,21.0,Clothing
346,346,Dale,Morris,dale.morris@gmail.com,-10524,,Medium_Value,Direct,36-45,Medium,177.57,0.52,False,False,False,,20.0,Home
347,347,Theresa,Tucker,theresa364@yahoo.com,-3252,,Medium_Value,Email,55+,Unknown,138.59,0.48,False,False,False,,37.0,Electronics
348,348,James,Mason,james.mason@outlook.com,-3604,,Medium_Value,Social,26-35,Medium,184.5,0.63,True,True,True,,21.0,Clothing
349,349,Ralph,Wilson,ralphwilson@outlook.com,-8397,,High_Value,Social,46-55,Premium,365.7,0.35,True,True,True,,34.0,Books
350,350,Linda,Hart,linda.hart@outlook.com,-3641,,High_Value,SMS,Unknown,Premium,343.63,0.2,True,False,True,,0.0,Home
351,351,Angela,Lopez,angelalopez@outlook.com,-8042,,Medium_Value,Direct,18-25,High,136.34,0.51,False,False,False,,34.0,Sports
352,352,Lucas,Parker,lucas.parker@gmail.com,-7879,,Low_Value,Direct,55+,Premium,29.8,0.79,False,True,False,,31.0,Home
353,353,Robert,Lewis,robertlewis@gmail.com,-8095,,New_Customer,Direct,Unknown,Low,50.02,0.78,True,True,False,,10.0,Home
354,354,Kendra,Brown,kendra710@gmail.com,-3677,,New_Customer,SMS,36-45,Premium,47.13,0.52,True,True,False,,33.0,Electronics
355,355,Mark,Banks,markbanks@yahoo.com,-2067,,High_Value,Direct,36-45,Premium,153.48,0.28,True,True,True,,15.0,Electronics
356,356,Joyce,Smith,joyce748@outlook.com,-6296,,Low_Value,Push,55+,Low,41.57,0.61,False,True,True,,28.0,Clothing
357,357,Alexander,Johnson,alexander.johnson@hotmail.com,-5103,,Medium_Value,Direct,18-25,Medium,144.1,0.47,False,True,True,,35.0,Home
358,358,Hannah,Clarke,hannah.clarke@yahoo.com,-4749,,Medium_Value,Email,46-55,Medium,76.61,0.57,True,True,True,,46.0,Clothing
359,359,Rebecca,Figueroa,rebecca.figueroa@hotmail.com,-10029,,Medium_Value,Email,36-45,Medium,90.8,0.51,False,False,True,,33.0,Sports
360,360,Rachel,Robinson,rachelrobinson@yahoo.com,-2197,,Low_Value,SMS,55+,Low,80.48,0.63,True,False,False,,23.0,Sports
361,361,Stephen,Hall,stephenhall@gmail.com,-10803,,New_Customer,Push,46-55,Premium,73.11,0.63,False,False,False,,7.0,Home
362,362,Ryan,Chapman,ryan.chapman@outlook.com,-10339,,Low_Value,Push,Unknown,Unknown,27.44,0.79,False,False,False,,45.0,Clothing
363,363,Amanda,Wall,amandawall@gmail.com,-10446,,Low_Value,Push,46-55,Medium,36.11,0.65,False,True,True,,10.0,Books
364,364,Brian,Shannon,brian.shannon@yahoo.com,-2533,,High_Value,SMS,18-25,Premium,411.7,0.29,True,False,True,,4.0,Beauty
365,365,Corey,James,coreyjames@yahoo.com,-4539,,High_Value,Social,46-55,Medium,304.78,0.4,True,False,True,,1.0,Electronics
